Iteration,Time,LagrangianValue,x_norm_residual,λ_norm_residual,Dual_gap
1,0.00024509429931640625,2.4705101726455774,1.2374919412375025,1.3784048752090219,7.7945871873544235
2,0.00011587142944335938,3.929610958150316,2.9893669801409083e-16,0.6525231982043534,6.335486401849685
3,7.987022399902344e-5,4.316621610513125,0.2794541055388508,0.1934736533941369,5.948475749486875
4,7.891654968261719e-5,4.450955994031742,0.13583701932056647,0.03548369897970227,5.814141365968259
5,7.295608520507812e-5,4.472798564913157,0.018129449592408486,0.012992685441738372,5.792298795086843
6,6.794929504394531e-5,4.481218535177251,0.006638266092854478,0.009108115536725192,5.783878824822749
7,7.009506225585938e-5,4.487196031358605,0.0046535487069527745,0.007263080994248217,5.777901328641396
8,7.009506225585938e-5,4.4919846369859435,0.0037108775171982816,0.006020784374888732,5.773112723014057
9,6.914138793945312e-5,4.49596602333819,0.0030761591933734034,0.0051145699958332624,5.76913133666181
10,7.200241088867188e-5,4.499355633228775,0.0026131531264353175,0.0044260093434139725,5.765741726771226
11,7.390975952148438e-5,4.5022939278534775,0.0022613514259846824,0.0038868010357016036,5.762803432146523
12,6.318092346191406e-5,4.50487776912354,0.0019858573226194318,0.0034542955687005827,5.76021959087646
13,6.699562072753906e-5,4.507176631342754,0.0017648801897980895,0.0031005034097795203,5.757920728657246
14,6.699562072753906e-5,4.509241929173381,0.001584119522343166,0.002806323676763478,5.755855430826619
15,6.794929504394531e-5,4.511112704354468,0.0014338162339549985,0.0025582954108600564,5.7539846556455325
16,6.604194641113281e-5,4.512819250363296,0.001307092806761865,0.00234667255594323,5.752278109636705
17,6.699562072753906e-5,4.5143855090486245,0.0011989697533283613,0.0021642342381114066,5.750711850951376
18,6.580352783203125e-5,4.515830705054205,0.0011057577607239389,0.0020055229021503918,5.749266654945796
19,6.389617919921875e-5,4.517170490347654,0.001024668436674559,0.0018663413585735533,5.747926869652346
20,6.198883056640625e-5,4.518417764306293,0.0009535573391555196,0.0017434118659050979,5.746679595693707
21,7.700920104980469e-5,4.51958327326964,0.0008907497935829834,0.0016341396296548627,5.745514086730361
22,6.604194641113281e-5,4.520676056726004,0.0008349200589185929,0.0015364453392865407,5.744421303273996
23,6.413459777832031e-5,4.521703784664737,0.0007850057669023243,0.001448644402867516,5.743393575335263
24,6.389617919921875e-5,4.5226730162890005,0.000740146220215843,0.0013693584171288187,5.742424343711
25,6.4849853515625e-5,4.523589400978471,0.0006996371604742867,0.0012974493000867948,5.741507959021529
26,6.389617919921875e-5,4.524457836216891,0.0006628971150410024,0.0012319696216727127,5.740639523783109
27,4.291534423828125e-5,4.52528259302074,0.000629442019792571,0.0011721246870307622,5.7398147669792605
28,3.695487976074219e-5,4.526067416526231,0.0005988658465878005,0.0011172432648400843,5.73902994347377
29,3.3855438232421875e-5,4.526815607375494,0.0005708256476857791,0.0010667547551872492,5.7382817526245065
30,3.409385681152344e-5,4.5275300881094465,0.0005450298902797109,0.0010201712099786597,5.737567271890554
31,6.699562072753906e-5,4.528213457741917,0.0005212292703054644,0.0009770730492765223,5.736883902258083
32,3.600120544433594e-5,4.528868036935697,0.0004992094145849873,0.0009370976206237724,5.736229323064303
33,4.00543212890625e-5,4.529495905644591,0.0004787850355166294,0.0008999299654652848,5.735601454355409
34,3.504753112792969e-5,4.530098934669949,0.00045979521342830746,0.0008652953137469055,5.734998425330051
35,3.504753112792969e-5,4.530678812267006,0.0004420995618889289,0.0008329529425635807,5.734418547732995
36,3.409385681152344e-5,4.5312370666978286,0.00042557508995022905,0.0008026911195473385,5.733860293302172
37,3.3855438232421875e-5,4.531775085444652,0.00041011361860668436,0.0007743229149610453,5.7333222745553485
38,3.409385681152344e-5,4.53229413165563,0.00039561964109385194,0.0007476827140983078,5.732803228344371
39,3.910064697265625e-5,4.532795358284488,0.0003820085409955362,0.0007226232977600722,5.732302001715512
40,3.3855438232421875e-5,4.533279820298682,0.00036920510058808083,0.0006990133862568859,5.731817539701319
41,5.984306335449219e-5,4.5337484852618575,0.0003571422460159308,0.0006767355637330441,5.731348874738143
42,3.886222839355469e-5,4.534202242541747,0.00034575998677907887,0.0006556845161874714,5.730895117458253
43,3.600120544433594e-5,4.534641911350673,0.00033500451549717014,0.0006357655295267106,5.7304554486493275
44,3.504753112792969e-5,4.535068247790544,0.00032482744053081644,0.0006168932041913378,5.730029112209456
45,3.600120544433594e-5,4.535481951045545,0.00031518512925274344,0.0005989903509682204,5.729615408954455
46,3.409385681152344e-5,4.535883668842359,0.00030603814389325697,0.0005819870390352255,5.729213691157641
47,3.3855438232421875e-5,4.536274002278703,0.00029735075516412057,0.0005658197724347502,5.728823357721297
48,3.409385681152344e-5,4.536653510105208,0.00028909052149848126,0.0005504307753143589,5.728443849894792
49,5.1021575927734375e-5,4.537022712532645,0.0002812279238667981,0.0005357673696267939,5.728074647467356
50,4.887580871582031e-5,4.537382094625836,0.0002737360478244742,0.0005217814317073355,5.727715265374164
51,6.29425048828125e-5,4.537732109336477,0.00026659030586995884,0.0005084289163688194,5.7273652506635235
52,4.38690185546875e-5,4.538073180219664,0.0002597681942884094,0.0004956694389794958,5.7270241797803365
53,3.886222839355469e-5,4.538405703872588,0.0002532490796300145,0.00048346590749315244,5.726691656127413
54,3.910064697265625e-5,4.538730052128531,0.00024701401070295235,0.0004717841976387138,5.726367307871469
55,3.814697265625e-5,4.539046574034837,0.00024104555262050576,0.00046059286551070056,5.726050785965163
56,4.1961669921875e-5,4.53935559763964,0.00023532763995863604,0.00044986289265913637,5.725741762360361
