Iteration,Time,LagrangianValue,x_norm_residual,λ_norm_residual,Dual_gap
1,0.00025177001953125,-767296.0088577524,17982.41525155302,209.25202269047045,775228.1711710624
2,0.00011706352233886719,2.0803588305663764e8,5.021623273522519e6,207.86914258809227,-2.0802795089432433e8
3,7.390975952148438e-5,54479.575200978885,4.909791837565056e6,5.481369905842342,-46547.412887668885
4,7.605552673339844e-5,14044.068338550424,38477.41714508939,2.623990452318457,-6111.906025240423
5,7.295608520507812e-5,7164.130132045266,39932.20424539955,1.5049623576286002,768.0321812647344
6,6.508827209472656e-5,4089.7666094534507,7348.326853788403,0.9432308106110788,3842.3957038565495
7,5.793571472167969e-5,2602.9777340168057,4758.354786072172,0.6389202887310745,5329.1845792931945
8,6.890296936035156e-5,1785.1761926593135,3317.1921435711292,0.4575039903397256,6146.986120650687
9,6.890296936035156e-5,1292.513432396825,2436.930016742859,0.34156614344138025,6639.648880913175
10,6.699562072753906e-5,-665.9661023756835,1861.7794118633476,0.3664869962644055,8598.128415685684
11,0.00011491775512695312,936.1000877918395,303.49928116610846,0.19160750499275844,6996.062225518161
12,7.295608520507812e-5,-421.75322679723286,1265.546780350288,0.19548827993763662,8353.915540107233
13,6.103515625e-5,718.652603671113,100.3600829109982,0.12521233477098262,7213.509709638887
14,5.602836608886719e-5,595.4907380758978,944.4238905495166,0.10575741671170555,7336.671575234102
15,5.602836608886719e-5,-290.12449448578263,805.5930379165167,0.10657321929508978,8222.286807795783
16,5.888938903808594e-5,486.8992757233009,16.80799071288527,0.0771401303860205,7445.263037586699
17,5.888938903808594e-5,418.8921783176693,647.0717737625775,0.06737606728927863,7513.270134992331
18,5.602836608886719e-5,363.84545639021417,569.1650205666405,0.05931557321731041,7568.316856919786
19,5.793571472167969e-5,-215.9003166983066,504.4358079577335,0.06009459479852359,8148.062630008307
20,5.5789947509765625e-5,313.6765113067786,69.44286656694638,0.046923965724013084,7618.485802003222
21,8.106231689453125e-5,-178.13174126244485,428.88489417752544,0.04622110881103863,8110.294054572445
22,5.793571472167969e-5,-145.2218581584866,64.62306030066931,0.04028188185971587,8077.384171468487
23,6.079673767089844e-5,268.24725504282833,42.7305320897209,0.035111338241479315,7663.915058267172
24,6.508827209472656e-5,-128.68028247245547,355.9031730572698,0.03214674860432941,8060.842595782456
25,5.507469177246094e-5,237.28684390008766,45.14322951525603,0.029755644734753846,7694.8754694099125
26,5.602836608886719e-5,215.82574556931922,313.94583011390785,0.027370292928820032,7716.336567740681
27,8.296966552734375e-5,197.04803932602044,289.50818930166724,0.02525742959484525,7735.11427398398
28,6.4849853515625e-5,180.52858139827822,267.80748071318783,0.02337740753918262,7751.633731911722
29,5.507469177246094e-5,165.9226166532626,248.45067003866524,0.021697500008595598,7766.239696656738
30,5.507469177246094e-5,152.94832177007265,231.11272388599582,0.020190504897423845,7779.2139915399275
31,8.106231689453125e-5,141.37348316931002,215.5229773193563,0.01883366598374649,7790.78883014069
32,6.794929504394531e-5,-108.04693937958018,201.4545847595802,0.018370072784614087,8040.20925268958
33,0.00011515617370605469,130.29031183109237,70.07371342228546,0.016766159348105936,7801.872001478908
34,5.793571472167969e-5,121.28069788580251,184.88564273940287,0.015744991862627233,7810.881615424198
35,8.58306884765625e-5,113.1270709260898,173.9006687828521,0.014813648137844204,7819.03524238391
36,7.295608520507812e-5,105.72523254075668,163.86427214746465,0.013961963868800123,7826.437080769243
37,5.888938903808594e-5,-94.10797613631894,154.67050786396263,0.013923405838989865,8026.270289446319
38,6.890296936035156e-5,98.8067698449072,68.72462980516836,0.012686096668993094,7833.355543465093
39,6.699562072753906e-5,92.81580042459791,144.06578751575367,0.012016367990986567,7839.346512885402
40,6.818771362304688e-5,-84.81154121140753,136.6154378331703,0.011868234584100827,8016.973854521408
41,9.298324584960938e-5,-77.22825243257103,63.563835899507474,0.010966066041453167,8009.390565742571
42,6.103515625e-5,-71.33764616792996,55.85399923054318,0.010165887709297088,8003.49995947793
43,7.200241088867188e-5,86.36867919189262,49.89664935808669,0.01037907158584025,7845.793634118108
44,7.200241088867188e-5,81.69412159810918,124.43024734721796,0.009898699004714196,7850.4681917118905
45,6.890296936035156e-5,-66.28328630849455,118.74354911320965,0.008885745382463868,7998.445599618495
46,9.393692016601562e-5,76.99956103364275,47.639937993503324,0.00921100113866269,7855.162752276357
47,6.985664367675781e-5,-61.33803112434134,111.98079916879358,0.008059415888727658,7993.500344434342
48,6.985664367675781e-5,72.70236944663247,43.769582338095496,0.008607078022188987,7859.459943863368
49,5.698204040527344e-5,-56.96333035467387,105.85634123675699,0.007344027572836577,7989.1256436646745
50,7.009506225585938e-5,68.75749544991595,40.320509005243395,0.00807265815647675,7863.404817860084
51,7.891654968261719e-5,-53.07539190038733,100.2865564089624,0.006720378681203057,7985.2377052103875
52,6.008148193359375e-5,-49.13202848841729,37.236220914287294,0.006303559848994574,7981.294341798417
53,7.200241088867188e-5,64.67391094746336,33.18278399267547,0.007447172490574986,7867.488402362536
54,7.104873657226562e-5,61.7726437315705,94.03200956204715,0.007169300883873708,7870.38966957843
55,7.104873657226562e-5,59.044956738593555,90.54088264386169,0.006906705734064322,7873.117356571407
56,7.104873657226562e-5,-46.50806554460905,87.24067402618773,0.005576001601717604,7978.670378854609
57,8.392333984375e-5,56.15774242659245,32.7076099706961,0.006544614401831312,7876.004570883408
58,7.081031799316406e-5,53.790307756276434,83.22222102026738,0.006317653612026804,7878.372005553723
59,6.008148193359375e-5,51.554471023491715,80.34705826551199,0.006102312954223096,7880.6078422865085
60,7.009506225585938e-5,49.44081113918128,77.6184286423931,0.005897813588186889,7882.721502170819
61,7.987022399902344e-5,47.44059272517734,75.02654588800831,0.005703440763767616,7884.721720584823
62,9.298324584960938e-5,45.54589147176239,72.5624269193045,0.005518537601123629,7886.616421838238
63,7.796287536621094e-5,43.74956997793652,70.21781403287513,0.005342499563430222,7888.412743332064
64,7.700920104980469e-5,42.04483372877348,67.9851057603062,0.00517476953536838,7890.117479581227
65,6.29425048828125e-5,40.42563136177296,65.85729528530376,0.005014833432769049,7891.736681948227
66,6.794929504394531e-5,-43.16864796052005,63.82791550307273,0.004529780017632604,7975.33096127052
67,6.4849853515625e-5,-40.828521265668314,33.955185285900036,0.0042920144349788,7972.9908345756685
68,8.702278137207031e-5,-38.86206677037808,31.32343505422767,0.004080217319415427,7971.024380080378
69,6.079673767089844e-5,38.58930948548186,29.08824218676005,0.004689285157573547,7893.573003824518
70,6.103515625e-5,-37.17315462500346,60.60280150680529,0.0038406782369383415,7969.335467935003
71,7.104873657226562e-5,37.06149798485558,27.515861173572883,0.004503902897247081,7895.100815325144
