Iteration,Time,DualValue,x_norm_residual,λ_norm_residual,Dual_gap
1,0.3830230236053467,3293.62087507474,0.0,0.0,89315.79392157232
2,0.004588127136230469,3326.150877494437,1.2095689136270653e-11,51.434449987362896,89283.26391915263
3,0.004589080810546875,3350.5340467551564,1.3896715105550053e-11,38.55317573116136,89258.8807498919
4,0.004932880401611328,3370.040302782467,2.3798517278947864e-11,30.842098801702992,89239.3744938646
5,0.01138615608215332,3386.2955104341363,1.491913830482567e-11,25.701740024947448,89223.11928621292
6,0.0042150020599365234,3400.2285454680205,2.19129204879685e-11,22.03006269092343,89209.18625117904
7,0.018681049346923828,3412.4199511020456,1.9929110825711342e-11,19.27630485055551,89196.99484554502
8,0.005784034729003906,3423.2567560995676,1.8528112984452338e-11,17.134493200407036,89186.1580405475
9,0.0043659210205078125,3433.0098806142346,1.4221895368344338e-11,15.421043880364428,89176.40491603283
10,0.019683122634887695,3441.8763574601376,8.770409128422038e-12,14.019130800328158,89167.53843918693
11,0.006039142608642578,3450.003961194736,1.4957531610197698e-11,12.850869900307876,89159.41083545232
12,0.007142066955566406,3457.506364677832,1.1637077205858973e-11,11.862341446431566,89151.90843196923
13,0.020479917526245117,3464.4728821986073,1.0174309160537557e-11,11.015031343119174,89144.94191444846
14,0.0043179988861083984,3470.9749651938114,1.4907008188124102e-11,10.28069592024239,89138.43983145324
15,0.004391908645629883,3477.070668016889,1.0315271409383495e-11,9.638152425226664,89132.34412863017
16,0.014316797256469727,3482.807800074994,1.8154199982246977e-11,9.071202282564734,89126.60699657207
17,0.008936882019042969,4995.471603415478,1.74299630581663e-11,5.708040027770476,87613.94319323158
18,0.004282951354980469,11124.884499659485,342.14694401283816,5.5357466989365784,81484.53029698758
19,0.005728960037231445,18451.4174121092,331.8194698452511,7.784066487278602,74157.99738453786
20,0.018214941024780273,18456.062827136113,4.905712778820754e-12,7.345046509053371,74153.35196951096
21,0.0041658878326416016,18460.49609055595,3.359183331882563e-12,7.009604778395522,74148.91870609112
22,0.0049479007720947266,18464.73657997136,3.5364101899826283e-12,6.704802605505411,74144.6782166757
23,0.004299163818359375,18468.80038192885,2.733702934793634e-12,6.425434971621364,74140.6144147182
24,0.021537065505981445,18472.70163155983,2.8197505119548693e-12,6.1684175526438265,74136.71316508723
25,0.0075299739837646484,18476.452833496274,3.3033994074710976e-12,5.931170723227074,74132.9619631508
26,0.016743898391723633,18480.06510207391,1.7174157289580353e-12,5.711497733466934,74129.34969457315
27,0.00846409797668457,18483.54836079583,3.0805512805720007e-12,5.507515671557171,74125.86643585123
28,0.0035660266876220703,18486.911506936827,2.4307252204029172e-12,5.317601338055152,74122.50328971024
29,0.0048370361328125,18490.162548393215,2.9377952926026514e-12,5.140347960120015,74119.25224825385
30,0.0207979679107666,18493.308717708012,2.407520664804606e-12,4.974530283995923,74116.10607893905
31,0.0034189224243164062,18496.356568934287,2.993568762694327e-12,4.819076212612672,74113.05822771278
32,0.008829832077026367,18499.312061361547,4.552569538686694e-12,4.673043600115223,74110.10273528552
33,0.022610187530517578,18502.180627297857,7.0336674413829845e-12,4.535601141286392,74107.2341693492
34,0.004330873489379883,18504.967234578035,1.2149461083543499e-11,4.406012537261261,74104.44756206902
35,0.0043032169342041016,18507.676435661844,1.2332625625300522e-11,4.283623300105793,74101.73836098521
36,0.01489710807800293,18510.31241523067,1.8899081568534535e-11,4.167849697409164,74099.1023814164
37,0.008466958999633789,18512.879026972023,1.9371538387852875e-11,4.058169442203485,74096.53576967504
38,0.0042879581451416016,18515.37982822526,1.4882425836375286e-11,3.954113815476501,74094.0349684218
39,0.004271984100341797,18517.818109385495,1.151941910541903e-11,3.855260970092852,74091.59668726157
40,0.017494916915893555,18520.196920077215,8.031147587865645e-12,3.761230214725359,74089.21787656985
41,0.007173061370849609,18522.519092707917,5.149648816999576e-12,3.6716771143649543,74086.89570393914
42,0.00428009033203125,18524.787261083395,3.8756702139567385e-12,3.586289274506982,74084.62753556366
43,0.018339157104492188,18527.003880481672,3.8847468145098835e-12,3.504782700086524,74082.41091616539
44,0.00881505012512207,18529.17124121753,3.4624720314342767e-12,3.4268986400770163,74080.24355542954
45,0.004914999008178711,18531.29148594624,3.5423035052968603e-12,3.352400843553467,74078.12331070082
46,0.04174399375915527,18533.366618726126,3.642574451265137e-12,3.2810731660324866,74076.04817792094
47,0.004313945770263672,18535.398519523864,4.377097166924217e-12,3.212717475073514,74074.0162771232
48,0.004319906234741211,18537.38895313397,4.1671747086132485e-12,3.1471518123141307,74072.0258435131
49,0.0044629573822021484,18539.33957815436,3.5516527525505146e-12,3.084208776074582,74070.07521849271
50,0.004595041275024414,18541.251955466872,1.7403502462380515e-12,3.0237340941882445,74068.1628411802
51,0.004291057586669922,18543.127556343068,2.5839420494109953e-12,2.9655853616024146,74066.287240304
52,0.015188932418823242,18544.967768630988,2.862434107887462e-12,2.9096309208250837,74064.44702801607
53,0.006554841995239258,20752.844103257223,1.8984346679648946e-12,2.4800802936692743,71856.57069338983
54,0.007469892501831055,26871.420613149625,212.9983045075184,2.762324079505176,65737.99418349745
55,0.0043408870697021484,26873.161604565536,1.262718647668737e-12,2.7527495904900987,65736.25319208152
56,0.02833080291748047,26874.872663924914,1.7996042594430938e-12,2.705422133723177,65734.54213272216
57,0.019271135330200195,26876.554236693803,2.1625607175465268e-12,2.6588000900647635,65732.86055995326
58,0.005602121353149414,29472.11728743306,1.0875661475851599e-12,2.370027425782024,63137.297509214004
59,0.006043910980224609,39824.819625362376,207.99484439713444,2.3164805804200577,52784.59517128469
