Iteration,Time,DualValue,x_norm_residual,λ_norm_residual,Dual_gap
1,0.0002789497375488281,11.589682159269952,1.1102230246251565e-16,0.589141616466708,2.833172032475538
2,0.00015878677368164062,11.295604692283847,1.1102230246251565e-16,0.20794417110003918,3.1272494994616427
3,8.797645568847656e-5,11.144105535812166,0.0,0.1071260808851673,3.278748655933324
4,0.00010585784912109375,11.051520907985404,0.0,0.06546721816993623,3.3713332837600856
5,0.00010180473327636719,10.989025444229409,2.220446049250313e-16,0.04419096621525943,3.433828747516081
6,8.893013000488281e-5,10.943983226771063,2.220446049250313e-16,0.03184965740447714,3.4788709649744263
7,7.796287536621094e-5,10.909971502278895,0.0,0.024049921028261555,3.512882689466595
8,9.799003601074219e-5,10.8833770718866,0.0,0.01880510207218661,3.5394771198588906
9,5.1021575927734375e-5,10.862010504916583,0.0,0.01510844439517469,3.560843686828907
10,4.315376281738281e-5,10.844467360143074,0.0,0.012404876632685585,3.5783868316024154
11,7.104873657226562e-5,10.82980515283972,0.0,0.010367746211363903,3.59304903890577
12,4.100799560546875e-5,10.81736777306787,0.0,0.008794555576868,3.6054864186776197
13,3.790855407714844e-5,10.806684357031928,0.0,0.007554315925251006,3.6161698347135616
14,3.790855407714844e-5,10.79740819900184,0.0,0.006559234246433248,3.62544599274365
15,3.790855407714844e-5,10.789278347986546,0.0,0.005748672782952028,3.633575843758944
16,3.695487976074219e-5,10.782094631731388,2.220446049250313e-16,0.005079654478143988,3.640759560014102
17,5.507469177246094e-5,10.775700931260662,2.220446049250313e-16,0.004521028959723121,3.647153260484828
18,4.9114227294921875e-5,10.769973691541594,0.0,0.004049770042834839,3.6528805002038958
19,3.790855407714844e-5,10.764813850320229,2.220446049250313e-16,0.0036485587174701897,3.658040341425261
20,3.600120544433594e-5,10.76014105455969,2.220446049250313e-16,0.0033041655693794095,3.6627131371858006
21,4.887580871582031e-5,10.755889442051993,2.220446049250313e-16,0.003006344035167273,3.6669647496934967
22,3.910064697265625e-5,10.752004515291937,1.1102230246251565e-16,0.0027470580564508996,3.670849676453553
23,3.790855407714844e-5,10.748440791266173,1.1102230246251565e-16,0.0025199334248935715,3.6744134004793167
24,3.600120544433594e-5,10.745160011373928,2.220446049250313e-16,0.0023198617093889203,3.677694180371562
25,3.695487976074219e-5,10.74212976166513,2.220446049250313e-16,0.002142710117781475,3.6807244300803603
26,3.695487976074219e-5,10.739322397695204,2.220446049250313e-16,0.0019851061003912495,3.6835317940502854
27,3.695487976074219e-5,10.736714198313239,0.0,0.0018442754696744012,3.686139993432251
28,3.695487976074219e-5,10.734284693455617,2.220446049250313e-16,0.0017179193597477796,3.6885694982898727
29,3.600120544433594e-5,10.73201612558097,0.0,0.001604119727745019,3.6908380661645204
30,3.695487976074219e-5,10.729893014740654,0.0,0.0015012660723982072,3.692961177004836
31,4.7206878662109375e-5,10.727901804739872,1.1102230246251565e-16,0.0014079980943209583,3.6949523870056176
