Iteration,Time,DualValue,x_norm_residual,λ_norm_residual,Dual_gap
1,0.0003979206085205078,13.125022280006956,1.1102230246251565e-16,0.504979757307402,1.297831911738534
2,0.0002689361572265625,14.130962641769763,0.0,0.7714054419080636,0.29189154997572686
3,0.00015592575073242188,14.177120599941482,2.220446049250313e-16,0.046157958171720914,0.245733591804008
4,0.00012803077697753906,14.238554005815004,0.0,0.0614334058735235,0.18430018593048558
5,0.00012302398681640625,14.261258292695047,0.0,0.022704286880042,0.16159589905044314
6,0.00011801719665527344,14.288190947818467,0.0,0.026932655123421412,0.13466324392702234
7,0.00010204315185546875,14.301608129378922,0.0,0.01341718156045374,0.1212460623665681
8,6.4849853515625e-5,14.316763891136004,0.0,0.015155761757081665,0.10609030060948577
9,6.508827209472656e-5,14.32560952184771,0.0,0.008845630711706243,0.0972446698977798
10,8.893013000488281e-5,14.335333992006497,0.0,0.009724470158786552,0.08752019973899294
11,0.00011014938354492188,14.341600326976373,0.0,0.006266334969876761,0.081253864769117
12,8.797645568847656e-5,14.34837148501464,0.0,0.0067711580382668335,0.07448270673084956
13,6.103515625e-5,14.353041699513266,0.0,0.004670214498626257,0.06981249223222363
14,5.91278076171875e-5,14.35802830836486,0.0,0.004986608851593494,0.06482588338062989
15,7.390975952148438e-5,14.361642759073641,0.0,0.003614450708780796,0.0612114326718487
16,6.103515625e-5,14.365468475596261,0.0,0.0038257165226209186,0.05738571614922883
17,5.817413330078125e-5,14.36834854195673,0.0,0.002880066360468017,0.05450564978876038
18,9.393692016601562e-5,14.37137663537222,0.0,0.0030280934154914355,0.05147755637326945
19,7.987022399902344e-5,14.373725359474102,0.0,0.0023487241018819646,0.049128832271387424
20,7.891654968261719e-5,14.376181802672177,0.0,0.0024564431980736157,0.04667238907331317
21,9.584426879882812e-5,14.37813373349212,0.0,0.00195193081994402,0.044720458253369344
22,6.413459777832031e-5,14.380166483035005,0.0,0.0020327495428843073,0.042687708710484884
23,5.698204040527344e-5,14.38181429771258,0.0,0.0016478146775755279,0.04103989403290953
24,5.602836608886719e-5,14.383524294617704,0.0,0.001709996905124786,0.039329897127785785
25,5.602836608886719e-5,14.384933904364614,0.0,0.0014096097469088534,0.03792028738087616
26,5.4836273193359375e-5,14.386392378175035,0.0,0.0014584738104215927,0.03646181357045464
27,6.198883056640625e-5,14.3876119370475,0.0,0.0012195588724658243,0.03524225469798914
28,5.507469177246094e-5,14.38887059013279,0.0,0.0012586530852883512,0.0339836016127002
29,5.602836608886719e-5,14.389936095861536,0.0,0.0010655057287469044,0.03291809588395367
30,5.3882598876953125e-5,14.391033366780672,0.0,0.00109727091913462,0.03182082496481797
31,9.298324584960938e-5,14.39197226808275,0.0,0.0009389013020784306,0.030881923662740007
32,6.29425048828125e-5,14.392937329187525,0.0,0.0009650611047757988,0.029916862557964663
33,5.793571472167969e-5,14.393770920812473,0.0,0.0008335916249475502,0.029083270933016436
34,5.4836273193359375e-5,14.394626312066093,0.0,0.0008553912536206527,0.028227879679397105
35,5.602836608886719e-5,14.39537136755276,0.0,0.0007450554866669026,0.027482824192729183
36,5.507469177246094e-5,14.396134780216173,0.0,0.0007634126634115147,0.026719411529317227
37,5.3882598876953125e-5,14.396804691102277,0.0,0.0006699108861052024,0.026049500643212653
38,5.507469177246094e-5,14.397490205111048,0.0,0.000685514008770996,0.02536398663444217
39,5.602836608886719e-5,14.398095792270352,0.0,0.0006055871593038768,0.024758399475137693
40,5.507469177246094e-5,14.398714753049482,0.0,0.0006189607791305743,0.02413943869600743
41,9.179115295410156e-5,14.399264855191404,0.0,0.0005501021419211105,0.02358933655408535
42,6.198883056640625e-5,14.399826506816265,0.0,0.0005616516248612251,0.023027684929225245
43,5.5789947509765625e-5,14.40032841441623,0.0,0.0005019075999640743,0.02252577732926042
44,5.507469177246094e-5,14.400840364621214,0.0,0.0005119502049851406,0.02201382712427602
45,5.507469177246094e-5,14.401300144653057,0.0,0.00045978003184259444,0.021554047092433137
46,5.507469177246094e-5,14.401768711583111,0.0,0.00046856693005474515,0.021085480162378545
47,5.602836608886719e-5,14.40219145381868,0.0,0.00042274223556897084,0.02066273792680917
48,5.3882598876953125e-5,14.402621928185699,0.0,0.00043047436701863784,0.02023226355979091
49,5.3882598876953125e-5,14.403011934305244,0.0,0.00039000611954517067,0.019842257440245703
50,5.507469177246094e-5,14.403408780087851,0.0,0.00039684578260661477,0.0194454116576388
51,8.797645568847656e-5,14.403769710514602,0.0,0.0003609304267508488,0.019084481230887462
52,6.389617919921875e-5,14.404136720378467,0.0,0.00036700986386487,0.018717471367022398
53,5.507469177246094e-5,14.404471709466263,0.0,0.00033498908779610453,0.01838248227922712
54,5.3882598876953125e-5,14.40481212639162,0.0,0.0003404169253576374,0.01804206535386932
55,5.507469177246094e-5,14.40512387364658,0.0,0.0003117472549606856,0.017730318098909237
56,5.507469177246094e-5,14.405440487035671,0.0,0.00031661338908917785,0.017413704709818845
57,5.507469177246094e-5,14.405731329993898,0.0,0.00029084295822731296,0.0171228617515915
58,5.507469177246094e-5,14.406026552294616,0.0,0.00029522230071857974,0.016827639450873733
59,5.221366882324219e-5,14.406298525219686,0.0,0.000271972925070859,0.01655566652580376
60,5.078315734863281e-5,14.406574453523286,0.0,0.0002759283035981344,0.016279738222204188
61,8.702278137207031e-5,14.406829335041175,0.0,0.00025488151788994814,0.016024856704314416
62,5.888938903808594e-5,14.40708780098302,0.0,0.00025846594184516375,0.01576639076247055
63,5.1975250244140625e-5,14.407327153012647,0.0,0.00023935202962683047,0.015527038732843224
